"CO","CI","SV","SVI","SVV","PRV","PR","SYS","DIA","MAP","SI","time","SVR","SVRI","volume","drug_dose"
3.6,2.5,40,27,8,0,91,72,42,53,1.26388888888889,93540,1088.88888888889,1568,108,0.121599027207782
3.1,2.1,35,24,7,0,90,62,39,48,1.45161290322581,93560,1135.48387096774,1676.19047619048,108,0.121599027207782
3,2.1,34,23,9,0,89,63,40,49,1.41269841269841,93580,1200,1714.28571428571,108,0.121599027207782
3.3,2.2,36,24,9,0,91,70,43,53,1.3,93600,1187.87878787879,1781.81818181818,108,0.121599027207782
3.2,2.2,35,24,8,0,93,67,42,51,1.38805970149254,93620,1175,1709.09090909091,108,0.121599027207782
2.9,2,32,22,4,0,89,63,41,50,1.41269841269841,93640,1268.96551724138,1840,108,0.121599027207782
2.9,2,33,22,9,0,89,64,42,50,1.390625,93660,1268.96551724138,1840,108,0.121599027207782
3.3,2.3,36,25,9,0,91,69,43,52,1.31884057971015,93680,1163.63636363636,1669.5652173913,108,0.121599027207782
3.2,2.2,35,24,10,0,92,66,42,51,1.39393939393939,93700,1175,1709.09090909091,108,0.121599027207782
3.1,2.1,34,23,6,0,91,65,42,51,1.4,93720,1212.90322580645,1790.47619047619,108,0.121599027207782
3.1,2.2,35,24,7,0,91,63,41,49,1.44444444444444,93740,1161.29032258065,1636.36363636364,108,0.121599027207782
3,2.1,33,23,7,0,91,65,42,51,1.4,93760,1253.33333333333,1790.47619047619,108,0.121599027207782
2.7,1.9,32,22,7,0,84,69,46,56,1.21739130434783,93780,1540.74074074074,2189.47368421053,108,0.121599027207782
3.4,2.3,37,25,9,0,92,60,37,45,1.53333333333333,93800,964.705882352941,1426.08695652174,108,0.0607995136038912
3,2,34,23,9,0,87,61,39,47,1.42622950819672,93820,1146.66666666667,1720,108,0.0607995136038912
3,2.1,33,23,7,0,90,61,40,48,1.47540983606557,93840,1173.33333333333,1676.19047619048,108,0.0607995136038912
3,2.1,33,23,9,0,90,62,40,49,1.45161290322581,93860,1200,1714.28571428571,108,0.0607995136038912
3.2,2.2,35,24,6,0,91,67,43,52,1.35820895522388,93880,1200,1745.45454545455,108,0.0607995136038912
3.4,2.3,37,25,9,0,92,72,45,55,1.27777777777778,93900,1200,1773.91304347826,108,0.0607995136038912
3.4,2.3,38,26,7,0,91,69,42,52,1.31884057971015,93920,1129.41176470588,1669.5652173913,108,0.0607995136038912
3.3,2.2,36,25,7,0,90,69,43,53,1.30434782608696,93940,1187.87878787879,1781.81818181818,108,0.0607995136038912
3.2,2.2,36,24,8,0,90,70,43,53,1.28571428571429,93960,1225,1781.81818181818,108,0.0607995136038912
3.5,2.4,38,26,8,0,91,76,45,56,1.19736842105263,93980,1188.57142857143,1733.33333333333,108,0.0607995136038912
3.3,2.3,36,25,8,0,91,70,42,53,1.3,94000,1187.87878787879,1704.34782608696,108,0.0607995136038912
3.7,2.5,41,28,8,0,92,79,44,56,1.16455696202532,94100,1124.32432432432,1664,108,0.0607995136038912
3.7,2.5,41,28,8,0,92,79,44,56,1.16455696202532,94120,1124.32432432432,1664,108,0.0607995136038912
3.6,2.4,40,27,5,0,90,75,43,54,1.2,94140,1111.11111111111,1666.66666666667,108,0.0607995136038912
3.7,2.5,40,28,10,0,92,79,45,57,1.16455696202532,94160,1145.94594594595,1696,108,0.0607995136038912
3.8,2.6,41,28,4,0,92,73,41,53,1.26027397260274,94180,1031.57894736842,1507.69230769231,108,0.0607995136038912
3.6,2.5,39,27,8,0,93,76,44,56,1.22368421052632,94200,1155.55555555556,1664,108,0.0607995136038912
3.4,2.3,37,25,7,0,93,71,43,53,1.30985915492958,94220,1152.94117647059,1704.34782608696,108,0.0607995136038912
3.2,2.2,35,24,8,0,92,69,43,52,1.33333333333333,94240,1200,1745.45454545455,108,0.0607995136038912
2.9,2,33,23,10,0,89,61,39,47,1.45901639344262,94260,1186.20689655172,1720,108,0.0607995136038912
3.4,2.3,37,26,8,0,91,71,43,53,1.28169014084507,94280,1152.94117647059,1704.34782608696,108,0.0607995136038912
3.4,2.3,38,26,10,0,90,71,42,52,1.26760563380282,94300,1129.41176470588,1669.5652173913,108,0.0607995136038912
3.6,2.5,39,27,6,0,92,71,42,52,1.29577464788732,94320,1066.66666666667,1536,108,0.0607995136038912
3.1,2.1,34,23,6,0,91,64,41,49,1.421875,94340,1161.29032258065,1714.28571428571,108,0.0607995136038912
2.8,1.9,31,21,11,0,91,62,41,49,1.46774193548387,94360,1285.71428571429,1894.73684210526,108,0.0607995136038912
3,2,33,22,13,0,91,62,40,48,1.46774193548387,94380,1173.33333333333,1760,108,0.0607995136038912
3.3,2.2,36,24,12,0,91,67,41,51,1.35820895522388,94400,1139.39393939394,1709.09090909091,108,0.0607995136038912
3,2.1,34,23,6,0,90,65,42,50,1.38461538461538,94420,1226.66666666667,1752.38095238095,108,0.0607995136038912
2.9,2,32,22,6,0,92,62,41,49,1.48387096774194,94440,1241.37931034483,1800,108,0.0607995136038912
3,2,32,22,12,0,92,66,43,52,1.39393939393939,94460,1280,1920,108,0.0607995136038912
2.9,2,32,22,8,0,93,70,46,55,1.32857142857143,94480,1406.89655172414,2040,108,0.0607995136038912
2.9,2,32,22,9,0,90,71,46,56,1.26760563380282,94500,1434.48275862069,2080,108,0.0607995136038912
2.9,2,33,22,7,0,88,71,45,55,1.23943661971831,94520,1406.89655172414,2040,108,0.0607995136038912
2.9,2,34,23,7,0,85,75,46,57,1.13333333333333,94540,1462.06896551724,2120,108,0.0607995136038912
3,2,34,23,8,0,87,81,49,61,1.07407407407407,94560,1520,2280,108,0.0607995136038912
3.6,2.4,39,27,9,0,91,95,53,67,0.957894736842105,94580,1400,2100,108,0.0607995136038912
3.4,2.3,37,25,9,0,92,87,51,64,1.05747126436782,94600,1411.76470588235,2086.95652173913,108,0.0607995136038912
2.9,2,33,22,6,0,89,85,53,65,1.04705882352941,94620,1682.75862068966,2440,108,0.0607995136038912
3.4,2.3,37,26,8,0,92,91,52,68,1.01098901098901,94640,1505.88235294118,2226.08695652174,108,0.0607995136038912
3.3,2.3,36,25,4,0,91,94,55,71,0.968085106382979,94660,1624.24242424242,2330.4347826087,108,0.0607995136038912
3.3,2.3,36,25,11,0,91,95,55,71,0.957894736842105,94680,1624.24242424242,2330.4347826087,108,0.0607995136038912
3.5,2.4,38,26,8,0,91,92,52,68,0.989130434782609,94700,1462.85714285714,2133.33333333333,108,0.0607995136038912
3.2,2.2,36,24,4,0,90,88,52,66,1.02272727272727,94720,1550,2254.54545454545,108,0.0607995136038912
3.2,2.2,36,25,13,0,88,80,49,61,1.1,94740,1425,2072.72727272727,108,0.0607995136038912
3.2,2.2,37,25,13,0,88,79,47,59,1.11392405063291,94760,1375,2000,108,0.0607995136038912
3.1,2.2,36,24,8,0,88,78,48,59,1.12820512820513,94780,1419.35483870968,2000,108,0.0607995136038912
1,0.7,23,15,8,0,43,47,36,36,0.914893617021277,94800,2560,3657.14285714286,108,0.0607995136038912
2.7,1.9,30,21,14,0,91,80,52,62,1.1375,94820,1718.51851851852,2442.1052631579,108,0.0607995136038912
3.3,2.3,37,26,7,0,89,86,51,64,1.03488372093023,94840,1454.54545454545,2086.95652173913,108,0.0607995136038912
3.3,2.3,38,26,8,0,88,77,45,58,1.14285714285714,94860,1309.09090909091,1878.26086956522,108,0.0607995136038912
3,2,34,23,8,0,87,88,53,67,0.988636363636364,94880,1680,2520,108,0.0607995136038912
3.2,2.2,37,25,5,0,87,86,50,64,1.01162790697674,94900,1500,2181.81818181818,108,0.0607995136038912
3.2,2.2,36,25,7,0,87,88,51,66,0.988636363636364,94920,1550,2254.54545454545,108,0.0607995136038912
3.3,2.2,37,26,8,0,88,97,55,71,0.907216494845361,94940,1624.24242424242,2436.36363636364,108,0.0607995136038912
3.3,2.3,37,25,9,0,89,93,53,68,0.956989247311828,94960,1551.51515151515,2226.08695652174,108,0.0607995136038912
3.2,2.2,36,24,5,0,88,85,50,64,1.03529411764706,94980,1500,2181.81818181818,108,0.0607995136038912
3.5,2.4,39,27,8,0,89,95,53,69,0.936842105263158,95000,1485.71428571429,2166.66666666667,108,0.0607995136038912
3.3,2.3,38,26,10,0,87,88,51,65,0.988636363636364,95020,1478.78787878788,2121.73913043478,108,0.0607995136038912
3.3,2.3,39,26,4,0,86,99,55,71,0.868686868686869,95040,1624.24242424242,2330.4347826087,108,0.0607995136038912
3.8,2.6,43,30,9,0,88,103,53,71,0.854368932038835,95060,1410.52631578947,2061.53846153846,108,0.0607995136038912
3.2,2.2,37,25,5,0,87,92,53,68,0.945652173913043,95080,1600,2327.27272727273,108,0.0607995136038912
3.2,2.2,37,25,11,0,87,92,53,68,0.945652173913043,95100,1600,2327.27272727273,108,0.0607995136038912
3.2,2.2,37,25,11,0,88,94,55,70,0.936170212765957,95120,1650,2400,108,0.0607995136038912
3.2,2.2,37,25,9,0,88,93,54,69,0.946236559139785,95140,1625,2363.63636363636,108,0.0607995136038912
3,2,34,23,9,0,86,82,50,63,1.04878048780488,95160,1573.33333333333,2360,108,0.0607995136038912
3.3,2.2,37,25,9,0,88,95,55,70,0.926315789473684,95180,1600,2400,108,0.0607995136038912
2.9,2,34,23,9,0,87,82,51,63,1.0609756097561,95200,1627.58620689655,2360,108,0.0607995136038912
3.1,2.1,36,25,6,0,86,92,54,68,0.934782608695652,95220,1651.61290322581,2438.09523809524,108,0.0607995136038912
3.3,2.3,38,26,6,0,88,101,56,73,0.871287128712871,95240,1672.72727272727,2400,108,0.0607995136038912
3.6,2.4,39,27,7,0,91,102,56,74,0.892156862745098,95260,1555.55555555556,2333.33333333333,108,0.0607995136038912
2.9,2,33,22,3,0,90,88,55,68,1.02272727272727,95280,1765.51724137931,2560,108,0.0607995136038912
2.7,1.9,31,21,6,0,88,76,51,61,1.15789473684211,95300,1688.88888888889,2400,108,0.0607995136038912
2.9,2,33,22,6,0,88,86,54,67,1.02325581395349,95320,1737.93103448276,2520,108,0.0607995136038912
3,2.1,34,23,5,0,89,86,53,66,1.03488372093023,95340,1653.33333333333,2361.90476190476,108,0.0607995136038912
2.8,1.9,32,22,6,0,88,79,51,62,1.11392405063291,95360,1657.14285714286,2442.1052631579,108,0.0607995136038912
3.1,2.1,34,23,9,0,90,98,58,73,0.918367346938776,95380,1780.64516129032,2628.57142857143,108,0.0607995136038912
3.8,2.6,43,29,9,0,90,93,50,66,0.967741935483871,95400,1305.26315789474,1907.69230769231,108,0.0607995136038912
3,2.1,34,23,5,0,88,83,50,63,1.06024096385542,95420,1573.33333333333,2247.61904761905,108,0.0607995136038912
3.2,2.2,36,24,9,0,89,85,51,64,1.04705882352941,95440,1500,2181.81818181818,108,0.0607995136038912
3.4,2.3,39,27,9,0,88,96,53,69,0.916666666666667,95460,1529.41176470588,2260.86956521739,108,0.0607995136038912
3.1,2.1,35,24,5,0,87,82,49,62,1.0609756097561,95480,1496.77419354839,2209.52380952381,108,0.0607995136038912
3.3,2.3,38,26,9,0,88,93,53,68,0.946236559139785,95500,1551.51515151515,2226.08695652174,108,0.0607995136038912
3.2,2.2,36,25,5,0,87,89,51,66,0.97752808988764,95520,1550,2254.54545454545,108,0.0607995136038912
3.7,2.5,42,29,14,0,88,105,54,73,0.838095238095238,95540,1491.89189189189,2208,108,0.0607995136038912
3.2,2.2,37,25,8,0,87,88,51,65,0.988636363636364,95560,1525,2218.18181818182,108,0.0607995136038912
3.2,2.2,37,25,6,0,87,92,53,68,0.945652173913043,95580,1600,2327.27272727273,108,0.0607995136038912
3.6,2.5,40,28,8,0,90,100,54,71,0.9,95600,1488.88888888889,2144,108,0.0607995136038912
3.2,2.2,37,25,7,0,87,88,51,65,0.988636363636364,95620,1525,2218.18181818182,108,0.0607995136038912
3.3,2.3,37,26,8,0,89,88,51,65,1.01136363636364,95640,1478.78787878788,2121.73913043478,108,0.0607995136038912
3.2,2.2,37,25,9,0,87,87,50,64,1,95660,1500,2181.81818181818,108,0.0607995136038912
3.2,2.2,36,25,6,0,87,85,51,64,1.02352941176471,95680,1500,2181.81818181818,108,0.0607995136038912
3.5,2.4,41,28,11,0,87,93,51,67,0.935483870967742,95700,1440,2100,108,0.0607995136038912
3.4,2.3,39,26,12,0,88,95,54,69,0.926315789473684,95720,1529.41176470588,2260.86956521739,108,0.0607995136038912
3.4,2.3,38,26,13,0,88,94,53,68,0.936170212765957,95740,1505.88235294118,2226.08695652174,108,0.0607995136038912
3.5,2.4,40,27,13,0,89,97,53,70,0.917525773195876,95760,1508.57142857143,2200,108,0.0607995136038912
3.2,2.2,37,25,5,0,87,85,50,63,1.02352941176471,95780,1475,2145.45454545455,108,0.0607995136038912
3.5,2.4,40,27,13,0,88,97,53,69,0.907216494845361,95800,1485.71428571429,2166.66666666667,108,0.0607995136038912
3.3,2.2,37,25,4,0,88,86,50,64,1.02325581395349,95820,1454.54545454545,2181.81818181818,108,0.0607995136038912
3.3,2.2,38,26,7,0,87,86,50,63,1.01162790697674,95840,1430.30303030303,2145.45454545455,108,0.0607995136038912
3.7,2.5,41,28,7,0,90,105,55,74,0.857142857142857,95860,1513.51351351351,2240,108,0.0607995136038912
3.6,2.5,41,28,9,0,88,91,49,64,0.967032967032967,95960,1333.33333333333,1920,108,0.0607995136038912
3.6,2.5,41,28,9,0,88,91,49,64,0.967032967032967,95980,1333.33333333333,1920,108,0.0607995136038912
3.4,2.3,39,27,9,0,87,84,48,61,1.03571428571429,96000,1341.17647058824,1982.60869565217,108,0.0607995136038912
3.5,2.4,40,27,4,0,88,87,49,62,1.01149425287356,96020,1325.71428571429,1933.33333333333,108,0.0607995136038912
3.6,2.5,41,28,7,0,89,86,48,62,1.03488372093023,96040,1288.88888888889,1856,108,0.0607995136038912
3.3,2.2,38,26,4,0,87,78,46,58,1.11538461538462,96060,1309.09090909091,1963.63636363636,108,0.0607995136038912
3.5,2.4,41,28,6,0,87,85,48,61,1.02352941176471,96080,1302.85714285714,1900,108,0.0607995136038912
3.7,2.5,42,29,6,0,87,87,46,60,1,96100,1210.81081081081,1792,108,0.0607995136038912
3.6,2.5,41,28,7,0,88,87,47,62,1.01149425287356,96120,1288.88888888889,1856,108,0.0607995136038912
3.5,2.4,40,27,6,0,88,93,52,67,0.946236559139785,96140,1440,2100,108,0.0607995136038912
3.8,2.6,43,29,4,0,87,101,52,70,0.861386138613861,96160,1389.47368421053,2030.76923076923,108,0.0607995136038912
4,2.7,45,30,7,0,90,97,49,66,0.927835051546392,96180,1240,1837.03703703704,108,0.0607995136038912
3.5,2.4,38,26,7,0,92,88,50,64,1.04545454545455,96200,1371.42857142857,2000,108,0.0607995136038912
3.2,2.2,36,24,2,0,89,85,51,63,1.04705882352941,96220,1475,2145.45454545455,108,0.0607995136038912
3.1,2.1,34,23,7,0,89,96,57,71,0.927083333333333,96240,1729.03225806452,2552.38095238095,108,0.0607995136038912
2.9,2,33,22,5,0,89,89,55,68,1,96260,1765.51724137931,2560,108,0.0607995136038912
3,2,33,23,7,0,89,91,56,69,0.978021978021978,96280,1733.33333333333,2600,108,0.0607995136038912
2.8,1.9,32,22,7,0,88,87,54,67,1.01149425287356,96300,1800,2652.63157894737,108,0.0607995136038912
2.7,1.9,31,21,4,0,87,84,54,65,1.03571428571429,96320,1807.40740740741,2568.42105263158,108,0.0607995136038912
3.2,2.2,36,24,9,0,89,97,57,72,0.917525773195876,96340,1700,2472.72727272727,108,0.0607995136038912
2.9,2,33,23,3,0,89,87,54,67,1.02298850574713,96360,1737.93103448276,2520,108,0.0607995136038912
3,2.1,34,23,12,0,89,92,56,70,0.967391304347826,96380,1760,2514.28571428571,108,0.0607995136038912
3.2,2.2,36,24,6,0,90,96,56,71,0.9375,96400,1675,2436.36363636364,108,0.0607995136038912
2.8,1.9,33,22,6,0,86,78,49,60,1.1025641025641,96420,1600,2357.89473684211,108,0.0607995136038912
2.8,1.9,32,22,6,0,87,81,52,63,1.07407407407407,96440,1685.71428571429,2484.21052631579,108,0.0607995136038912
3.3,2.2,35,24,5,0,92,97,58,73,0.948453608247423,96460,1672.72727272727,2509.09090909091,108,0.0607995136038912
3.4,2.3,37,25,8,0,92,93,54,69,0.989247311827957,96480,1529.41176470588,2260.86956521739,108,0.0607995136038912
3.4,2.3,37,25,9,0,90,91,54,68,0.989010989010989,96500,1505.88235294118,2226.08695652174,108,0.0607995136038912
3,2,34,23,5,0,88,77,48,59,1.14285714285714,96520,1466.66666666667,2200,108,0.0607995136038912
3.4,2.4,39,27,8,0,89,94,54,69,0.946808510638298,96540,1529.41176470588,2166.66666666667,108,0.0607995136038912
3.1,2.2,36,24,9,0,88,82,50,62,1.07317073170732,96560,1496.77419354839,2109.09090909091,108,0.0607995136038912
3.2,2.2,36,25,7,0,87,84,51,63,1.03571428571429,96580,1475,2145.45454545455,108,0.0607995136038912
3.3,2.3,37,26,7,0,88,93,54,68,0.946236559139785,96600,1551.51515151515,2226.08695652174,108,0.0607995136038912
3.4,2.4,38,26,7,0,90,101,56,73,0.891089108910891,96620,1623.52941176471,2300,108,0.0607995136038912
3.3,2.3,38,26,5,0,89,91,52,67,0.978021978021978,96640,1527.27272727273,2191.30434782609,108,0.0607995136038912
3.2,2.2,36,25,7,0,88,87,52,65,1.01149425287356,96660,1525,2218.18181818182,108,0.0607995136038912
3.5,2.4,40,27,8,0,87,99,54,71,0.878787878787879,96680,1531.42857142857,2233.33333333333,108,0.0607995136038912
3.6,2.4,40,27,5,0,90,104,56,74,0.865384615384615,96700,1555.55555555556,2333.33333333333,108,0.0607995136038912
3.5,2.4,39,26,9,0,89,96,54,69,0.927083333333333,96720,1485.71428571429,2166.66666666667,108,0.0607995136038912
3.3,2.3,37,25,10,0,89,92,53,68,0.967391304347826,96740,1551.51515151515,2226.08695652174,108,0.0607995136038912
3.3,2.3,37,26,9,0,89,88,51,65,1.01136363636364,96760,1478.78787878788,2121.73913043478,108,0.0607995136038912
3.3,2.2,37,26,10,0,88,87,51,65,1.01149425287356,96780,1478.78787878788,2218.18181818182,108,0.0607995136038912
3.5,2.4,39,27,8,0,88,95,53,69,0.926315789473684,96800,1485.71428571429,2166.66666666667,108,0.0607995136038912
3.6,2.5,40,27,8,0,90,99,54,71,0.909090909090909,96820,1488.88888888889,2144,108,0.0607995136038912
3.6,2.4,40,27,5,0,90,95,53,68,0.947368421052632,96840,1422.22222222222,2133.33333333333,108,0.0607995136038912
3.3,2.3,37,25,6,0,89,87,52,65,1.02298850574713,96860,1478.78787878788,2121.73913043478,108,0.0607995136038912
3.4,2.3,38,26,9,0,90,100,56,73,0.9,96880,1623.52941176471,2400,108,0.0607995136038912
3.6,2.5,40,27,5,0,91,100,55,71,0.91,96900,1488.88888888889,2144,108,0.0607995136038912
3.3,2.3,37,25,6,0,89,87,52,65,1.02298850574713,96920,1478.78787878788,2121.73913043478,108,0.0607995136038912
3.5,2.4,39,27,5,0,90,101,56,73,0.891089108910891,96940,1577.14285714286,2300,108,0.0607995136038912
3.4,2.3,38,26,6,0,89,92,52,67,0.967391304347826,96960,1482.35294117647,2191.30434782609,108,0.0607995136038912
3.4,2.4,38,26,6,0,90,95,54,70,0.947368421052632,96980,1552.94117647059,2200,108,0.0607995136038912
3.3,2.3,38,26,8,0,88,86,50,64,1.02325581395349,97000,1454.54545454545,2086.95652173913,108,0.0607995136038912
3.5,2.4,40,27,11,0,89,96,53,69,0.927083333333333,97020,1485.71428571429,2166.66666666667,108,0.0607995136038912
3.4,2.3,39,26,4,0,88,90,51,66,0.977777777777778,97040,1458.82352941176,2156.52173913043,108,0.0607995136038912
3.4,2.3,39,27,6,0,89,94,53,68,0.946808510638298,97060,1505.88235294118,2226.08695652174,108,0.0607995136038912
3.5,2.4,38,26,7,0,91,102,57,74,0.892156862745098,97080,1600,2333.33333333333,108,0.0607995136038912
3.7,2.5,41,28,7,0,89,103,54,72,0.864077669902913,97100,1470.27027027027,2176,108,0.0607995136038912
3.4,2.3,38,26,7,0,89,95,53,68,0.936842105263158,97120,1505.88235294118,2226.08695652174,108,0.0607995136038912
3.6,2.4,39,27,13,0,92,107,58,76,0.85981308411215,97140,1600,2400,108,0.0607995136038912
3.4,2.3,38,26,5,0,91,97,55,70,0.938144329896907,97160,1552.94117647059,2295.65217391304,108,0.0607995136038912
3.3,2.2,36,24,4,0,91,91,54,68,1,97180,1551.51515151515,2327.27272727273,108,0.0607995136038912
3.2,2.2,35,24,7,0,90,85,52,65,1.05882352941176,97200,1525,2218.18181818182,108,0.0607995136038912
3,2.1,34,23,5,0,89,80,50,62,1.1125,97220,1546.66666666667,2209.52380952381,108,0.0607995136038912
3.2,2.2,36,25,5,0,89,89,53,67,1,97240,1575,2290.90909090909,108,0.0607995136038912
3.5,2.4,38,26,5,0,90,102,57,74,0.882352941176471,97260,1600,2333.33333333333,108,0.0607995136038912
3.4,2.3,38,26,6,0,89,89,52,66,1,97280,1458.82352941176,2156.52173913043,108,0.0607995136038912
3.5,2.4,39,27,6,0,89,94,53,68,0.946808510638298,97300,1462.85714285714,2133.33333333333,108,0.0607995136038912
3.5,2.4,39,27,6,0,90,94,53,68,0.957446808510638,97320,1462.85714285714,2133.33333333333,108,0.0607995136038912
3.5,2.4,39,27,6,0,90,101,56,73,0.891089108910891,97340,1577.14285714286,2300,108,0.0607995136038912
3.5,2.4,39,27,10,0,90,94,53,68,0.957446808510638,97360,1462.85714285714,2133.33333333333,108,0.0607995136038912
3.2,2.2,36,25,5,0,88,85,50,64,1.03529411764706,97380,1500,2181.81818181818,108,0.0607995136038912
3.4,2.3,38,26,9,0,89,98,55,71,0.908163265306122,97400,1576.47058823529,2330.4347826087,108,0.0607995136038912
3.6,2.4,40,27,5,0,90,93,52,68,0.967741935483871,97420,1422.22222222222,2133.33333333333,108,0.0607995136038912
3.3,2.3,38,26,5,0,88,84,49,63,1.04761904761905,97440,1430.30303030303,2052.17391304348,108,0.0607995136038912
3.4,2.3,39,27,5,0,87,87,50,64,1,97460,1411.76470588235,2086.95652173913,108,0.0607995136038912
3.6,2.5,40,27,7,0,89,104,56,74,0.855769230769231,97480,1555.55555555556,2240,108,0.0607995136038912
3.7,2.5,40,28,6,0,91,103,55,72,0.883495145631068,97500,1470.27027027027,2176,108,0.0607995136038912
3.3,2.3,37,25,5,0,90,91,53,67,0.989010989010989,97520,1527.27272727273,2191.30434782609,108,0.0607995136038912
3.3,2.3,38,26,7,0,89,87,50,64,1.02298850574713,97540,1454.54545454545,2086.95652173913,108,0.0607995136038912
3.5,2.4,40,27,7,0,89,98,54,71,0.908163265306122,97560,1531.42857142857,2233.33333333333,108,0.0607995136038912
3.5,2.4,40,27,7,0,89,98,53,70,0.908163265306122,97580,1508.57142857143,2200,108,0.0607995136038912
3.6,2.5,40,27,5,0,90,106,56,75,0.849056603773585,97600,1577.77777777778,2272,108,0.0607995136038912
3.8,2.6,41,28,5,0,92,106,56,74,0.867924528301887,97620,1473.68421052632,2153.84615384615,108,0.0607995136038912
